Date and Time,"Lentz Public Health Floor 1, OAU 12-01, OA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, OAU 12-01, EA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Flow Local (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Local (Units: CFM)","Lentz Public Health Floor 1, OAU 12-01, OA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, OA Flow Pgain, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Pgain, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan_Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Fan Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Filter Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Filter Staus","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Fire_Alarm Shutdown","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Supply Fan Status, Present Value","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Return Fan Status, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Unit Enable BAS","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure Reset","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure Reset"
3/19/2016 9:01,0.862,0.545,69.252,57.986,6989.197,5467.568,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 9:11,0.865,0.556,69.257,57.986,7002.416,5521.85,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 9:21,0.87,0.554,69.259,58.083,7032.585,5492.992,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 9:31,0.861,0.551,69.259,58.055,6985.518,5497.7,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 9:41,0.866,0.546,69.338,58.055,7026.634,5475.875,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 9:51,0.869,0.552,69.338,58.024,7020.293,5507.254,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 10:01,0.863,0.549,69.288,57.995,6996.45,5488.464,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 10:11,0.865,0.546,69.275,57.995,7003.759,5473.708,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 10:21,0.859,0.549,69.174,58.143,7003.388,5492.541,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 10:31,0.865,0.553,69.318,58.046,7001.692,5509.414,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 10:41,0.86,0.551,69.191,57.997,6980.745,5501.165,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 10:51,0.859,0.552,69.191,57.965,6977.205,5505.654,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 11:01,0.87,0.554,69.271,58.003,7022.326,5513.471,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 11:11,0.863,0.549,69.258,57.944,6993.469,5491.109,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 11:21,0.86,0.548,69.179,57.959,6980.58,5484.79,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 11:31,0.863,0.553,69.301,57.978,6992.885,5507.695,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 11:41,0.849,0.548,69.301,58.003,6980.974,5485.974,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 11:51,0.867,0.55,69.403,58.003,7011.703,5493.645,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 12:01,0.86,0.548,69.138,57.994,6982.227,5500.175,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 12:11,0.856,0.557,69.225,58.031,6965.896,5528.945,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 12:21,0.866,0.551,69.269,57.971,7007.483,5501.138,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 12:31,0.859,0.551,69.184,58.013,6979.665,5501.184,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 12:41,0.867,0.553,69.212,57.96,6977.717,5508.551,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 12:51,0.857,0.552,69.09,57.955,6969.225,5500.037,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 13:01,0.853,0.556,69.186,57.955,6954.759,5518.866,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 13:11,0.865,0.549,69.186,57.842,7003.117,5487.406,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 13:21,0.859,0.553,69.127,57.873,6978.868,5509.184,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 13:31,0.864,0.556,69.277,57.955,6998.587,5524.215,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 13:41,0.867,0.549,69.228,58.038,7055.513,5501.799,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 13:51,0.863,0.547,69.301,57.97,6995.211,5478.342,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 14:01,0.87,0.549,69.301,57.985,7023.785,5487.588,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 14:11,0.869,0.554,69.301,58.053,7017.887,5515.123,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 14:21,0.872,0.554,69.341,57.945,7021.669,5509.617,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 14:31,0.864,0.558,69.252,57.944,7021.079,5501.367,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 14:41,0.87,0.549,69.204,58.016,7024.729,5491.818,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 14:51,0.873,0.547,69.208,57.949,7003.846,5479.796,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 15:01,0.881,0.553,69.095,57.935,7065.238,5511.637,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 15:11,0.866,0.551,69.159,57.909,7007.817,5490.346,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 15:21,0.865,0.551,69.222,57.891,7003.094,5501.801,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 15:31,0.873,0.552,69.185,57.893,6986.273,5504.246,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 15:41,0.866,0.553,69.185,57.899,7004.869,5508.154,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 15:51,0.859,0.55,69.185,57.899,6979.847,5509.876,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 16:01,0.865,0.554,69.238,58.039,7003.342,5501.984,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 16:11,0.862,0.552,69.228,57.921,6988.687,5503.785,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 16:21,0.864,0.554,69.228,57.862,7002.878,5517.276,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 16:31,0.864,0.55,69.1,57.862,7010.143,5496.042,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 16:41,0.866,0.55,69.1,57.839,7031.522,5498.849,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 16:51,0.869,0.555,69.175,57.839,7017.264,5521.859,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 17:01,0.865,0.551,69.122,57.932,7002.471,5497.581,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 17:11,0.861,0.547,69.122,57.932,6983.009,5495.256,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 17:21,0.874,0.551,69.158,57.949,7022.816,5485.112,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 17:31,0.864,0.545,69.158,57.978,6999.826,5467.466,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 17:41,0.864,0.558,69.118,58.065,7000.004,5532.9,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 17:51,0.866,0.551,69.245,58.058,7005.895,5501.58,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 18:01,0.872,0.554,69.245,58.039,7031.048,5518.218,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 18:11,0.872,0.551,69.108,57.969,7005.263,5485.326,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 18:21,0.86,0.552,69.121,57.969,6982.609,5502.938,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 18:31,0.872,0.55,69.243,57.866,7001.719,5492.863,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 18:41,0.858,0.546,69.118,57.807,6972.97,5474.148,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 18:51,0.864,0.551,69.118,57.863,6999.415,5508.616,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 19:01,0.863,0.555,69.102,57.859,6994,5505.987,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 19:11,0.87,0.546,69.188,57.812,7032.581,5499.677,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 19:21,0.858,0.547,68.935,57.841,6985.361,5484.494,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 19:31,0.858,0.554,69.071,57.938,6972.736,5516.284,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 19:41,0.873,0.551,69.08,57.907,7034.348,5466.749,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 19:51,0.859,0.55,69.062,57.822,6988.273,5514.014,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 20:01,0.872,0.554,69.135,57.969,7047.842,5500.807,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 20:10,0.865,0.551,69.036,57.905,7004.112,5502.25,,,,,,,,,,,,,,,,,,,,
3/19/2016 20:21,0.864,0.548,69.036,57.919,6997.099,5503.737,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 20:31,0.863,0.557,69.036,57.878,6996.289,5512.386,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 20:41,0.859,0.545,69.036,57.819,6978.936,5499.668,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 20:51,0.862,0.547,69.113,57.858,6990.001,5486.91,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 21:01,0.866,0.549,69.042,57.913,7017.383,5488.02,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 21:11,0.867,0.552,69.099,57.937,7005.48,5516.463,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 21:21,0.862,0.551,68.921,57.876,6993.823,5489.155,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 21:31,0.862,0.554,68.997,57.846,6990.563,5487.667,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 21:41,0.865,0.551,69.136,57.959,7001.556,5497.6,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 21:51,0.86,0.552,69.136,57.875,6990.966,5503.545,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 22:01,0.857,0.55,69.122,57.954,7012.642,5492.458,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 22:11,0.865,0.553,69.1,57.91,7003.498,5518.69,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 22:21,0.87,0.551,69.222,57.832,7024.113,5510.822,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 22:31,0.854,0.549,69.104,57.845,6956.877,5491.554,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 22:41,0.869,0.551,68.995,57.901,7001.501,5485.002,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 22:51,0.866,0.548,69.113,57.881,7007.033,5499.63,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 23:01,0.864,0.553,69.023,57.869,6999.389,5500.458,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 23:11,0.864,0.548,69.023,57.87,6998.072,5508.351,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 23:21,0.862,0.551,69.012,57.87,6989.091,5498.04,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 23:31,0.875,0.548,69.075,57.845,7002.075,5483.452,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 23:41,0.859,0.553,68.987,57.845,6978.248,5511.743,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/19/2016 23:51,0.862,0.551,68.987,57.908,6975.321,5510.458,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 0:01,0.863,0.55,69.106,57.88,6996.567,5495.284,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 0:11,0.863,0.545,69.096,57.845,6994.286,5485.717,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 0:21,0.859,0.551,69.096,57.834,7014.551,5501.488,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 0:31,0.869,0.552,69.096,57.899,7017.31,5506.053,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 0:41,0.867,0.551,69.07,57.831,7034.384,5490.354,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 0:51,0.87,0.551,69.117,57.922,7030.471,5507.531,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 1:01,0.867,0.549,69.082,57.776,7012.561,5493.447,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 1:11,0.868,0.55,68.98,57.837,6999.313,5483.631,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 1:21,0.861,0.549,68.98,57.82,6996.481,5498.417,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 1:31,0.87,0.551,69.066,57.84,7006.946,5474.127,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 1:41,0.868,0.546,69.005,57.825,6996.136,5481.984,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 1:51,0.863,0.55,69.005,57.862,6996.479,5495.758,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 2:01,0.871,0.553,69.029,57.802,7025.382,5508.975,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 2:11,0.862,0.554,69.074,57.942,6988.974,5514.634,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 2:21,0.861,0.552,68.969,57.867,6985.44,5502.776,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 2:31,0.869,0.552,69.195,57.916,7018.766,5493.844,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 2:41,0.87,0.552,69.011,57.818,6997.745,5512.761,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 2:51,0.874,0.554,69.011,57.818,7038.509,5512.453,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 3:01,0.866,0.55,69.011,57.895,7002.425,5495.951,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 3:11,0.86,0.547,69.067,57.896,6984.396,5482.026,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
3/20/2016 3:31,0.873,0.553,,,,,1,15,0.774,15,,,,,,,,On,On,,,,,,,
3/20/2016 3:41,0.872,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 3:51,0.869,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 4:01,0.867,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 4:11,0.865,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 4:21,0.876,0.55,,,,,1,15,0.774,15,,,,,,,,On,On,,,,,,,
3/20/2016 4:31,0.857,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 4:41,0.876,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 4:51,0.864,0.545,,,,,1,15,0.774,15,,,,,,,,On,On,,,,,,,
3/20/2016 5:01,0.866,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 5:11,0.866,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 5:21,0.861,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 5:31,0.86,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 5:41,0.869,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 5:51,0.877,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 6:01,0.864,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 6:11,0.863,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 6:21,0.868,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 6:31,0.866,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 6:41,0.855,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 6:51,0.861,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 7:01,0.865,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 7:11,0.86,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 7:21,0.869,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 7:31,0.858,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 7:41,0.866,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 7:51,0.864,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 8:01,0.861,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 8:11,0.874,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 8:21,0.865,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 8:31,0.855,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 8:41,0.86,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 8:51,0.856,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 9:01,0.862,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 9:11,0.867,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 9:21,0.867,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 9:31,0.871,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 9:41,0.871,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 9:51,0.864,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 10:01,0.861,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 10:11,0.867,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 10:21,0.861,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 10:31,0.859,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 10:41,0.864,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 10:51,0.868,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 11:01,0.857,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 11:11,0.872,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 11:21,0.856,0.548,,,,,1,15,0.774,15,,,,,,,,On,On,,,,,,,
3/20/2016 11:31,0.865,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 11:41,0.869,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 11:51,0.866,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 12:01,0.87,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 12:11,0.87,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 12:21,0.867,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 12:31,0.861,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 12:41,0.864,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
3/20/2016 12:51,0.866,,,,,,1,,0.774,15,,,,,,,,On,,,,,,,,
