Date and Time,"Lentz Public Health Floor 1, OAU 12-01, OA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, OAU 12-01, EA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Flow Local (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Local (Units: CFM)","Lentz Public Health Floor 1, OAU 12-01, OA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, OA Flow Pgain, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Pgain, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan_Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Fan Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Filter Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Filter Staus","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Fire_Alarm Shutdown","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Supply Fan Status, Present Value","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Return Fan Status, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Unit Enable BAS","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure Reset","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure Reset"
5/13/2016 11:01,0.865,0.55,70.059,58.142,7002.467,5483.83,1,15,0.774,15,7000,5500,On,On,Clean,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 11:10,0.864,0.55,70.098,58.182,6992.228,5488.466,1,15,0.774,15,7000,5500,On,,,,,,,,,,,,,
5/13/2016 11:21,0.871,0.549,69.928,58.117,7026.465,5509.065,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 11:31,0.864,0.556,69.973,58.211,6999.698,5522.541,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 11:41,0.862,0.549,70.044,58.198,6989.954,5489.993,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 11:51,0.862,0.553,70.097,58.092,7020.04,5500.45,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 12:01,0.862,0.55,70.164,58.113,7014.575,5487.766,1,15,0.774,15,7000,5500,On,On,Clean,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 12:11,0.865,0.547,70.164,58.049,7002.122,5481.292,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 12:21,0.866,0.553,70.164,58.033,7005.285,5508.552,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 12:31,0.858,0.546,70.117,58.063,6974.36,5472.477,1,15,0.774,15,7000,5500,On,On,Clean,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 12:41,0.866,0.552,70.117,58.063,6994.124,5497.059,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 12:51,0.865,0.555,70.09,58.258,6989.945,5503.407,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 13:01,0.86,0.546,70.09,58.166,6981.159,5472.728,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 13:11,0.858,0.55,70.091,58.223,6973.786,5497.137,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 13:21,0.866,0.55,70.091,58.226,7005.341,5493.302,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 13:31,0.878,0.553,70.139,58.22,7056.469,5511.367,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 13:40,0.868,0.553,70.031,58.17,7013.268,5508.04,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 13:51,0.871,0.555,70.138,58.157,7026.976,5517.301,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 14:01,0.865,0.551,70.138,58.237,6993.213,5482.696,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 14:11,0.861,0.55,70.138,58.185,6984.537,5494.107,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 14:21,0.859,0.546,70.133,58.141,6977.674,5474.491,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 14:31,0.867,0.555,70.056,58.156,7011.128,5499.021,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 14:41,0.859,0.552,70.056,58.24,7012.065,5503.151,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 14:51,0.87,0.549,70.033,58.242,7018.379,5491.891,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 15:01,0.861,0.552,70.118,58.234,6988.059,5505.273,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 15:11,0.855,0.548,70.118,58.234,6960.447,5513.086,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 15:21,0.868,0.549,70.143,58.234,7016.546,5491.118,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 15:31,0.858,0.551,70.044,58.234,6975.9,5500.294,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 15:41,0.856,0.55,70.044,58.154,6968.236,5495.26,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 15:51,0.865,0.549,70.078,58.176,7004.749,5488.278,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 16:01,0.86,0.547,70.078,58.197,6982.071,5480.617,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 16:11,0.862,0.548,70.18,58.238,6991.194,5483.693,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 16:21,0.871,0.556,70.218,58.238,7028.022,5523.699,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 16:31,0.867,0.55,70.084,58.192,7012.81,5496.355,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 16:41,0.867,0.553,70.084,58.242,7009.246,5493.649,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 16:51,0.86,0.554,70.09,58.139,6983.66,5528.409,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 17:01,0.872,0.553,70.082,58.123,7031.218,5507.968,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 17:11,0.867,0.551,70.032,58.123,7010.457,5498.133,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 17:21,0.87,0.551,70.05,58.139,6987.259,5501.631,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 17:31,0.866,0.554,70.05,58.089,6965.657,5515.965,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 17:41,0.865,0.55,69.971,58.173,7002.983,5494.992,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 17:51,0.856,0.548,70.038,58.035,6964.686,5485.452,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 18:01,0.865,0.552,70.038,58.099,7002.212,5509.098,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 18:11,0.862,0.549,70.038,58.104,6992.145,5487.919,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 18:21,0.865,0.553,69.998,58.204,6967.835,5508.824,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 18:31,0.864,0.552,70.158,58.217,7000.007,5503.365,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 18:41,0.873,0.557,70.158,58.217,7034.271,5511.773,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 18:51,0.865,0.551,69.995,58.212,7002.717,5489.464,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 19:01,0.858,0.551,69.984,58.17,6974.421,5501.651,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 19:11,0.868,0.553,70.106,58.112,7014.731,5510.531,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 19:21,0.855,0.551,70.078,58.027,6962.511,5501.75,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 19:31,0.875,0.551,70.057,58.027,7043.913,5496.499,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 19:41,0.865,0.55,69.981,57.988,7003.968,5521.571,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 19:51,0.86,0.543,69.981,58.151,6986.799,5461.226,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 20:01,0.866,0.556,70.111,58.123,7008.046,5523.799,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 20:11,0.862,0.548,70.109,58.132,6989.315,5497.377,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 20:21,0.866,0.553,70.047,58.332,7005.314,5508.196,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 20:31,0.857,0.548,70.089,58.301,6972.192,5485.469,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 20:41,0.863,0.551,70.081,58.318,6996.25,5498.067,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 20:51,0.863,0.55,69.957,58.331,6982.591,5494.389,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 21:01,0.858,0.55,69.978,58.331,6995.068,5508.715,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 21:11,0.877,0.552,69.995,58.308,7052.649,5505.998,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 21:21,0.867,0.548,69.995,58.309,7010.41,5521.931,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 21:31,0.874,0.55,70.185,58.309,7040.954,5494.511,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 21:41,0.87,0.547,70.051,58.377,7021.542,5479.938,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 21:51,0.858,0.551,69.946,58.377,7009.142,5502.409,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 22:01,0.858,0.552,69.93,58.361,7012.114,5504.187,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 22:11,0.873,0.551,69.93,58.327,7037.043,5497.628,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 22:21,0.868,0.552,70.035,58.327,7015.851,5503.583,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 22:32,0.867,0.546,69.978,58.285,7001.69,5474.669,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 22:41,0.862,0.55,70.003,58.299,7001.958,5507.694,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 22:51,0.869,0.55,69.973,58.362,7018.495,5483.531,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 23:11,0.874,0.549,69.976,58.319,7040.884,5496.597,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 23:20,0.866,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2016 23:31,0.868,0.547,69.976,58.324,6983.158,5493.234,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 23:41,0.858,0.549,70.021,58.303,6960.218,5489.698,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/13/2016 23:51,-0.038,-0.018,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
5/14/2016 0:01,0.941,0.535,71.735,57.685,7368.778,5419.507,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 0:11,0.863,0.547,69.927,58.274,6996.464,5485,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 0:21,0.864,0.549,69.873,58.299,6970.698,5491.737,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 0:31,0.853,0.551,69.937,58.338,7003.472,5501.063,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 0:41,0.861,0.548,69.937,58.464,6992.617,5521.241,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 0:51,0.874,0.549,69.937,58.43,7040.657,5500.129,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 1:01,0.873,0.551,70.051,58.43,7033.145,5506.567,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 1:11,0.856,0.545,69.852,58.4,6965.772,5468.271,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 1:21,0.864,0.555,69.999,58.644,6959.415,5521.951,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 1:31,0.879,0.551,69.999,58.427,7013.519,5518.365,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 1:40,0.864,0.549,69.916,58.4,6997.315,5492.256,,,,,,,,,,,,,,,,,,,,
5/14/2016 1:51,0.857,0.553,69.931,58.406,6969.265,5511.081,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 2:01,0.858,0.551,69.995,58.465,6973.168,5502.063,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 2:11,0.862,0.552,70.06,58.377,6993.596,5496.411,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 2:20,0.874,0.549,70.005,58.387,,,,,,,,,,,,,,,,,,,,,,
5/14/2016 2:31,0.87,0.55,70.057,58.416,7022.419,5495.785,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 2:40,0.859,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2016 2:51,0.845,0.557,70.168,58.431,6922.188,5515.236,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 3:01,0.872,0.557,70.109,58.385,6998.631,5515.38,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 3:11,0.859,0.551,69.939,58.385,6984.878,5497.746,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 3:21,0.869,0.551,69.959,58.453,7011.723,5500.752,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 3:30,0.871,0.555,69.959,58.493,,,,,,,,,,,,,,,,,,,,,,
5/14/2016 3:41,0.863,0.547,69.966,58.408,6993.694,5519.008,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 3:51,0.872,0.544,70.006,58.353,6986.109,5467.22,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 4:01,0.86,0.552,70.006,58.469,6979.173,5504.647,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 4:10,0.862,0.555,70.006,58.405,6990.605,5540.598,,,,,,,,,,,,,,,,,,,,
5/14/2016 4:21,0.87,0.55,69.986,58.476,7021.518,5494.429,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 4:31,0.862,0.551,69.986,58.476,6990.619,5501.926,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 4:40,0.871,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2016 4:51,0.866,0.554,70.054,58.402,7052.107,5506.874,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 5:01,0.869,0.553,70.056,58.374,7039.693,5485.768,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 5:11,0.853,0.55,70,58.463,6954.358,5496.972,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 5:20,0.857,0.549,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2016 5:31,0.863,0.548,69.993,58.367,6943.791,5514.104,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 5:41,0.866,0.55,70.023,58.465,7025.045,5496.827,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 5:51,0.861,0.549,69.948,58.44,7004.116,5492.072,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 6:01,0.867,0.551,70.138,58.485,6995.927,5498.257,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 6:11,0.875,0.546,70.068,58.486,7044.603,5500.798,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 6:21,0.862,0.549,69.933,58.408,6989.572,5489.553,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 6:31,0.862,0.552,69.976,58.391,6991.127,5503.629,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 6:41,0.858,0.55,70.005,58.376,7002.178,5472.221,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 6:51,0.87,0.551,70.005,58.463,7006.518,5518.964,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 7:01,0.866,0.55,69.976,58.413,6992.811,5493.085,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 7:11,0.867,0.545,69.972,58.437,7009.006,5469.33,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 7:20,0.865,0.553,69.972,58.411,7003.766,5509.953,1,15,0.774,15,7000,5500,On,On,Dirty,,,,,,,,,,,
5/14/2016 7:31,0.868,0.548,69.972,58.315,7015.929,5487.275,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 7:41,0.865,0.544,69.972,58.362,7003.327,5490.705,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 7:51,0.867,0.554,69.992,58.264,6991.784,5527.573,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 8:00,0.861,0.553,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2016 8:11,0.87,0.552,69.897,58.114,6969.962,5513.683,1,15,0.774,15,7000,5500,On,On,Clean,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 8:21,0.868,0.544,69.829,58.126,7014.647,5464.754,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 8:31,0.87,0.548,69.829,58.154,7022.753,5483.923,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 8:41,0.85,0.556,69.773,58.24,6982.31,5523.78,1,15,0.774,15,7000,5500,On,On,Dirty,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 8:51,0.858,0.547,69.641,58.084,6962.109,5466.088,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 9:01,0.868,0.552,69.772,58.206,7010.019,5503.463,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 9:11,0.861,0.562,69.686,57.955,6987.978,5552.104,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 9:21,0.865,0.554,69.69,58.154,7001.978,5516.401,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 9:31,0.857,0.551,69.529,58.072,6969.225,5501.211,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 9:41,0.865,0.553,69.706,58.08,7055.684,5511.56,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 9:51,0.863,0.555,69.782,58.095,6990.291,5494.372,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 10:01,0.863,0.548,69.835,58.154,6973.002,5506.72,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 10:11,0.86,0.552,69.82,58.154,6982.984,5502.074,1,15,0.774,15,7000,5500,On,On,Dirty,Dirty,Normal,On,On,On,On,Auto,Off,Off,Off,Off
5/14/2016 10:21,0.868,0.549,69.81,58.176,7007.28,5515.974,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
